title_ja,title_en,tags,cover_image_path,description
,The Witch And Another World Girls,Reincarnation|Action|Demons|Comedy|Adventure|Self-Published|Magic|Isekai|Fantasy|Slice of Life,data/images\7fd71d26-59bb-473d-8a2a-7db9f9fbc21d.jpg,
,Kare to Kanojo no Sentaku,Genderswap|Romance|Drama|Slice of Life,data/images\c3557b1c-7523-4de1-9670-cce10f5166d6.jpg,A new relationship begins after a seven year reunion!      After being separated for seven years between Hokkaido and Tokyo  a young man waits at the airport to reunite with his best friend. However  what arrives instead is a message from his best friend saying he will be late  and a mysterious beauty! The ever-spirited mangaka  Hiroki Ohara  makes his debut on Comic Newtype!
,Egao no Taenai Shokuba desu.,Comedy|Office Workers|Girls' Love|Slice of Life,data/images\5199b00b-f55d-43d2-bf36-63873adee286.jpg,New shoujo manga artist Nana Futami works hard every day while being supported by Kaede Satou  her female editor who is older than her  and Mizuki Hazama  her assistant. According to the girl herself  she sometimes drums up intense daydream delusions of occupational illness!
,Youngest Sister-in-Law in a Tragic Reverse Harem,Reincarnation|Time Travel|Long Strip|Romance|Magic|Isekai|Drama|Fantasy|Web Comic|Adaptation|Full Color,data/images\3fdfc75c-7b51-474b-8d45-d0decdc0c782.jpg,One feverish night  6-year-old Liliana Bercchio suddenly recalls the plot of a tragic reverse harem novel. Unsure if she's been reincarnated or has time traveled  her young mind struggles to make sense of it all. Her family is doomed to get caught up in the protagonists' mess—but there's still time… or so she thought. When she witnesses the female lead's death and the deranged male leads appear before her sisters  the story takes a turn. They seem different now  but is her family truly safe?
,Isekai Saikouhou no Guild Leader ~Guild Saijaku no Boku da Kedo  Guild Members Zen'in no ai ga Omokute Guild wo Yameraremasen~,Monsters|Action|Comedy|Adventure|Magic|Harem|Isekai|Gore|Fantasy|Adaptation,data/images\7b5543e3-017b-4c00-857b-6b88463f31a9.jpg,I thought that if I reincarnated  I would be able to build a happy harem and be peerless in another world...!! The guild that was created on a whim has become the pinnacle guild of strong men. Moreover  except for me  everyone is handsome and beautiful. I'm the weakest in the guild... can I quit the guild now?
,Namaiki na Gal Ane wo Wakaraseru Hanashi,Psychological|Romance|Drama|Web Comic|Gyaru,data/images\8f9f282b-c0a8-4890-9098-3e080b3c36da.jpg,Every time she opens her mouth  it's nothing but abusive language  and her problematic behavior never stops. The protagonist has had enough and sets a “plan” into motion…??!
,Second Life Ranker,Monsters|Action|Demons|Long Strip|Survival|Martial Arts|Adventure|Magic|Isekai|Drama|Fantasy|Web Comic|Supernatural|Adaptation|Full Color,data/images\1ffca916-3ad7-46d2-9591-a9b39e639971.jpg,Yeonwoo’s brother disappeared years ago  and he’s devastated to learn of his death.  As he copes with his loss  he’s given a pocket watch and learns there’s more to his brother’s death: he was betrayed while competing in the Tower of the Sun God.  Now it’s Yeonwoo’s turn to use the knowledge his brother left behind.  Can Yeonwoo navigate that world and gain enough power and experience to reach the top of the tower  defeating his brother’s enemies and all those who stand in his way?  ---  - [Alternative Raw (Kakao Webtoon)](https://webtoon.kakao.com/content/%EB%91%90-%EB%B2%88-%EC%82%AC%EB%8A%94-%EB%9E%AD%EC%BB%A4/2335)
,Watashi no Arika,Thriller|Drama|Slice of Life|Mystery,data/images\67258389-41e4-4e3e-8d1b-ac7eed806623.jpg,A huge incident happens to Arika  the center of a hugely popular idol group. Is the culprit a fan? Or could it be... The light and dark sides of the glamorous idol industry are now exposed!
,Cheating Men Must Die,Reincarnation|Sci-Fi|Time Travel|Action|Demons|Ghosts|Long Strip|Romance|Martial Arts|Adventure|Video Games|Wuxia|Isekai|Drama|School Life|Fantasy|Villainess|Vampires|Web Comic|Supernatural|Full Color,data/images\1fcaaa65-6fa4-4772-9006-b905101905d7.jpg,"Why torment scumbags for just a moment when you can do so forever? Join Su LuXia as she transmigrates into countless worlds with her ‘Supporting Female Character’s Counterattack System’ to unleash vengeance upon the deplorable male and female leads using a variety of tactics!   Su LuXia: ""The only thing that brings me comfort is the tears of remorse from scumbag men and the agonizing groans of despicable women who can't get what they want.""   System: ""Has My Esteemed Host learnt to reel back her vengeful spirit? Nope  I guess not."""
,Boushoku no Berserk ~Ore dake Level to Iu Gainen wo Toppa suru~,Action|Romance|Adventure|Harem|Drama|Fantasy|Adaptation,data/images\30196491-8fc2-4961-8886-a58f898b1b3e.jpg,"In this world  there are two types of people. Those Who have powerful ""skills""  and those who don't. People born with powerful skills  exterminate monsters to level up and become successful  while people without them  become failures  who are treated harshly by society. Follow the story of Fate  a guy who works as a gatekeeper  and whose only skill is gluttony  a skill that only makes him hungry."
,Inevitable,Monsters|Demons|Ghosts|Comedy|Crime|Survival|Martial Arts|Self-Published|Magic|Fantasy|Slice of Life|Tragedy,data/images\f7f71df8-0b4f-4259-bdf1-714644a7fef6.jpg,About a boy who’s 14  who wants to destroy the world so he summons a demon but it’s not what he expects. He still strives to destroy the world in whole even with the inconveniences.
,There won't be a next time,Oneshot|Demons|Ghosts|Supernatural,data/images\bec1d685-f060-476c-a439-619d3336e98f.jpg,
,GraPara!,Romance|Comedy|Sexual Violence|Drama|Slice of Life,data/images\c384faed-e34c-4ee0-bd38-70ce5ff146c7.jpg,Shinobu Sumida  a down-on-his-luck gravure otaku  unexpectedly starts living together with rookie gravure idol Sakura Katsuragi! But his heart-racing dream days are short-lived as lecherous photographers  crooked managers  and sexually harassing producers start closing in on his “beloved Sakura-chan” one after another!! Can Shinobu protect Sakura-chan's virtue!?   From the creator of the hit series “Karamizakari” (over 4.5 million copies sold)  Airi Katsura presents this NTR romantic comedy featuring popular gravure idols♡
,Ranking of Kings,Demons|Comedy|Martial Arts|Adventure|Magic|Drama|Fantasy|Web Comic,data/images\7e2933d2-8587-4c0f-b69c-4233864b96a8.jpg,"Bojji is a deaf  powerless prince who cannot even wield a children's sword. As the firstborn son  he strives hard and dreams of becoming the world's greatest king. However  people mutter about him behind his back with ""a good-for-nothing prince"" and ""no way he can be king"". Bojji is able to make his first ever friend  ""Kage""  a literal shadow on the ground who somehow understands Bojji well. The story follows Bojji's coming of age as he meets various people in his life  starting with his fateful encounter with Kage. ___ **Additional Sites:** - [Official X](https://x.com/osama_ranking)"
,Mizudako-chan kara wa Nigerarenai!,Romance|Comedy|School Life|Monster Girls|Slice of Life|Supernatural,data/images\48f9fb61-e165-4ec7-91c5-6772fa1a0274.jpg,Akigai Kanisuke is an ordinary high school boy. His daily life changes when Mizuda Yuuko (a.k.a. Mizudako-chan)  a demi-human girl  transfers to his school.
,Classmate,Long Strip|School Life|Horror|Web Comic|Supernatural|Mystery,data/images\da6cbb8a-2df2-4fd6-bfca-766e0ea2d860.jpg,"""I'll be your friend.""   A chilling ghost boy  Haesu Lee  visits the outcast  Eunha Joo. The moment she accepts this dangerous friendship  unexpected events unfold around Eunha...   Will this hand offered by her mysterious friend be salvation  or a curse?"
,Tensei Shitara Akari dake ga Slime Datta Ken,Reincarnation|Girls' Love|Isekai|Fantasy,data/images\a52fde59-7cd3-433b-8a44-3b2ec46dd87f.jpg,The Amusement Club gets transported to another world... and Akari turns into a slime.
,Wind Breaker,Action|Comedy|Martial Arts|School Life|Delinquents|Slice of Life,data/images\9eb78304-0436-484d-9a79-a925b45e2731.jpg,Haruka Sakura wants nothing to do with weaklings—he's only interested in the strongest of the strong. He's just started at Furin High School  a school of degenerates known only for their brawling strength—strength they use to protect their town from anyone who wishes it ill. But Haruka's not interested in being a hero or being part of any sort of team—he just wants to fight his way to the top!
,Ore Dake Yoyuu no Isekai Survival ~Tenisaki no Mujintou de Tanoshimu Harem Life~,Harem|Fantasy|Adaptation,data/images\776eff7c-fd12-4e4d-b6fd-bebbb59c481a.jpg,Kaito Saejima  an eccentric boy with a passion for survival  is suddenly transported along with his classmates to a deserted island in another world. To survive in such a dangerous environment  he starts living together with the beautiful girls from his class and shows off his incredible survival skills like a true expert! A harem survival life where I’m the only one taking it easy and having a good time with gorgeous girls!
,One Piece (Official Colored),Award Winning|Sci-Fi|Official Colored|Monsters|Action|Animals|Comedy|Crime|Adventure|Gore|Drama|Fantasy|Supernatural,data/images\a2c1d849-af05-4bbc-b2a7-866ebb10331f.jpg,"Gol D. Roger  a man referred to as the ""Pirate King "" is set to be executed by the World Government. But just before his demise  he confirms the existence of a great treasure  One Piece  located somewhere within the vast ocean known as the Grand Line. Announcing that One Piece can be claimed by anyone worthy enough to reach it  the Pirate King is executed and the Great Age of Pirates begins.      Twenty years later  a young man by the name of Monkey D. Luffy is ready to embark on his own adventure  searching for One Piece and striving to become the new Pirate King. Armed with just a straw hat  a small boat  and an elastic body  he sets out on a fantastic journey to gather his own crew and a worthy ship that will take them across the Grand Line to claim the greatest status on the high seas.  **Note:**   **Because a takedown notice was sent to MangaDex from the owners of this series  English fan translations of One Piece are unable to be posted at this time. The series can be read in its entirety at [the official Shonen Jump website ](https://www.viz.com/shonenjump/chapters/one-piece) with the first and latest three chapters available at any time and the rest accessible with a Shonen Jump membership (which costs about $2 a month and can be accessed via a VPN if you are outside the US).**"
,Goddess of Victory: Nikke - Ryousangata Nike x Sousaku Shikikan (Doujinshi),Monsters|Action|Post-Apocalyptic|Military|Doujinshi|Tragedy,data/images\e0fb6a86-0416-4c42-bfc7-61ffd26787d6.jpg,A manga set in the NIKKE universe  this story takes place 100 years before the game story. The protagonist  Claude  is the commander of an all mass-produced NIKKE squad who sees them as more than easily replaced tools of war and tries to protect them and fight for their rights.
,Kimi Tonara  Ashita o Utaeruno,Time Travel|Girls' Love|Drama|School Life|Music,data/images\c28cf15d-8eda-43ea-b06c-aca6a8d74500.jpg,高校生の藤枝優月は、誰からも好かれる「優しい子」。 周囲の人――友達や彼氏のことを優先し、自分の本当の心を隠してしまう。 自分の「声」を出すことが得意じゃない。そんな「他人本位」が優月のこれまでの生き方だった。 そう、君に会うまでは――。  ある日、優月は道端でギターで弾き語りをする少女に出会う。その歌声が忘れられず、放課後の教室で一人で曲を口ずさんでいると、あの時の少女「寺田ひなた」が現れる。ひなたは、同じ高校に通う生徒だった。しかも、「未来からあんたを助けにきた」と話しかけてきて――!?  ガールミーツガール×学園アオハルストーリー!!
,Wolf x Rabbit,Long Strip|Romance|Comedy|Girls' Love|Web Comic|Full Color,data/images\48dab831-9f19-4769-9f69-c738221b96d2.jpg,Shape-shifting wolf and rabbit couple            [Creator's weibo](https://weibo.com/u/2673967277)
,The Yandere Sister Just Wants Me to Bully Her,Reincarnation|Long Strip|Romance|Girls' Love|Drama|School Life|Fantasy|Web Comic|Full Color,data/images\0663677e-a1a4-42b0-9422-c9f4ee53364d.jpg,"The protagonist  who is a novelist  deeply detests women who appear innocent and pure but are manipulative  so she intentionally creates such a main character in her book and arranges for her to be mistreated repeatedly! However  she never imagined that one day she would end up transported into the book  and now she is determined to take personal revenge! But due to her tendency to fall in love with beauty  she cannot bring herself to harm the beautiful  innocent protagonist and  step by step  ends up becoming her guardian... While she is anxious about her misguided feelings  the ever-fragile protagonist pushes the male protagonist three meters away and confesses his love for Gu Xing in a stubborn way! What! So  after all  I'm the one being protected!  Source : MU"
,Ryuu: Ron,Award Winning|Historical|Action|Romance|Martial Arts|Adventure|Drama|Slice of Life,data/images\d06b7325-7ad8-438d-a1dd-98051c167055.jpg,Kyouto  April 1928. Oshikouji Ryu is 17 years old  and is called 'Genius swordman  Dragon of Kyouto'. He will inherit the property of the noble Oshikouji family  but prefers practising Kendou. He enters a school for training Kendou swordman  but the seniors of school are very harsh and intolerable. But Ryu doesn't surrender and overcomes the problems  later on he impresses his seniors and they begin to like him.  This manga tells a great story against the richly textured background of historical Japan and China  it has a refined and excellent artwork. Murakami's views on Chinese and Korean people is very warm  and not those of the previous invader and governor such as the extreme right party in Japan. Another interesting part of the manga is its rich depiction of Japanese colorful life. A typical example of the realistic style and a manga of high reputation in Korea and Japan.
,Momo Kanchou no Himitsu Kichi,Sci-Fi|Comedy,data/images\12830613-3ca6-45d7-8ba6-dad7e0e0bc40.jpg,A sci-fi story about Captain Momo  a woman on board the space freighter Blue Chateau. She is alone on the 500-day one-way journey  accompanied by a cat  when she realizes that the electronic replication range that converts electrical energy into food can replicate non-food items as long as it has the data. The story depicts the freewheeling life of Captain Momo  who spends most of her time naked because she lives on a spaceship all by herself  and the serious troubles that occur during such a life.
,The Blood Princess and the Knight,Genderswap|Action|Psychological|Long Strip|Adventure|Drama|Fantasy|Vampires|Web Comic|Full Color|Tragedy,data/images\394398f2-6287-48c7-9713-cd1759c97291.jpg,"I  who was a sacred knight  was defeated and captured in a battle against the vampire clan.     ""Oh? Letting you die? In your dreams! Accept my embrace  and in the future  please take care of me  my lovely daughter~""     The silver-haired Queen of the Vampire Clan lifted my chin and smiled cunningly  her sharp canines drawing closer to my neck…   --- **Links:** - [Alternative raw (Bilibili)](https://manga.bilibili.com/detail/mc28199)"
,Kao dake yoi Classmate ga  Yatara to Guigui Kuru Yuri no Hanashi.,Girls' Love|School Life|Adaptation,data/images\d4e21c02-0549-48aa-ab50-5fec2c76f74c.jpg,Ritsu Kaidou  a member of the top social caste at school  had a boyfriend—not out of love  but because it was what everyone expected. As their one-year anniversary approached  the moment finally came for their first kiss... But just then  Tsuzuru Yarai  a quiet classmate  happened to witness it all—!?
,Sotsugyou Album no Kanojotachi,Romance|Comedy|Harem,data/images\0422e565-8953-4bda-86a2-9055430ff8cb.jpg,"""A love that was supposed to be just a memory starts moving all at once!!""  Kanae Meguru  a movie enthusiast  had potential romantic interests throughout elementary  middle  and high school. However  due to his lack of experience in love  he was never able to take action. Learning from that  he vowed to focus entirely on his university film club activities  completely ignoring romance. But that resolve was short-lived—before he knew it  he found himself falling for Ootsuka Ozora  a girl he met in the film club...!?"
,Kujou no Taizai,Mafia|Drama|Delinquents,data/images\f436d3ae-3aa8-47fa-948e-489440e2cfae.jpg,Kujou is a lawyer who would even defend the Devil. In this new Reiwa Era where chaos is spreading  he's the “guardian of darkness” who operates behind the scenes.
,Yowamushi Pedal,Award Winning|Psychological|Comedy|Sports|Drama|School Life|Delinquents|Slice of Life,data/images\003e7fbf-f047-4783-a7df-1533a2a653d4.jpg,Otaku Sakamichi Onoda has just entered high school and plans to join the anime club. In middle school  Onoda didn't have any friends with whom he could talk about anime  games  Akihabara and other otaku things  and he is hoping he can make such friends in the anime club  but he finds out it's been disbanded. In order to reestablish the club he tries to find 4 other people who would like to join.  Since he was a little boy  Onoda has ridden his mamachari–a bulky bicycle with a step-through frame mainly used for short rides  such as for casual fun or to pick up groceries–to go to Akihabara every week to check out or buy otaku things. Fellow freshman Shunsuke Imaizumi and bicyclist  while training  notices a boy (Onoda) riding his mamachari up a steep road.  Freshman and road racing cyclist  Shokichi Naruko visits Akihabara to get some Gundam plastic models for his younger brothers and meets Onoda who catches his attention because of the his cycling skill on the mamachari and later find out they go to the same school. Later on  both Naruko and Imaizumi try to convince him to join the bicycle racing club  but will he? ___ - **Won the Kodansha Manga Award for Shonen in 2015  which it shared with The Seven Deadly Sins** ___ Official Release: - Indonesian release by m&c! Comics as **Yowamushi Pedal  Go!**
,Piccolina,Romance|Comedy|Slice of Life|Cooking,data/images\ced1a3f9-9a34-4ada-a3b7-ca773e5af0b8.jpg,Akira  a young yakitori shop owner  has fallen in love with Houka  a bunny girl who often eats at his restaurant. But how can he get close to her when he has to focus on the grill‽ And there are 4 other bunny girls that look just like her‽  **Note:** “Piccolina” is short for “Picco di Stellina”  which means “Starlet Peak” or “Peak of the Starlet” in Italian.
,Killing Bites,Sci-Fi|Monsters|Action|Psychological|Animals|Comedy|Survival|Martial Arts|Military|Gore|Drama|School Life|Delinquents|Monster Girls|Supernatural|Tragedy|Gyaru,data/images\076b3757-2050-4362-b0ad-52513ecefa3f.jpg,People have been created that are human-animal hybrids  and powerful businesses bet on the outcome of their duels. College student Nomoto Yuuya's casual acquaintances ask him to drive them around to pick up girls one day  which he soon finds out means by force. The girl they kidnap is an animal-human hybrid named Hitomi  who slaughters all of them except Yuuya. Hitomi is a honey badger  which has been called the most fearless of all animals. Now Hitomi is assigned to stay with Yuuya  for his protection! Killing Bites are underworld duels between human-animal hybrids. One beast who knows no fear will fight in this animalistic world full of fear and insanity.
,Otonari no Oneesan ni Arekore sareru Manga,Romance|Comedy,data/images\b133de55-aeb2-4930-aa9e-5d177633397f.jpg,22 year old Chia regularly stops by the apartment of her neighbor Kento every day. Kento is a third-year junior high school student who is often busy studying for exams. Chia's feminine charms keep tension with him whenever they are together.  A comedy about the age difference between a teenage boy and an older woman.
,She's My Type,Long Strip|Romance|Comedy|Drama|School Life|Web Comic|Full Color,data/images\2798de44-dace-41d0-9441-f93c1f9ddca1.jpg,After tomboy Haedam is thoroughly friend zoned by her first love  she's determined to glow up before college. But when she makes the wrong impression on her first day of school  she realizes she needs the help of her reluctant neighbor. In exchange  she promises to put up with their living circumstances and keep his secret. What could possibly go wrong?
,Rappa - Yankee Ninpuuchou,Action|Ninja|Martial Arts|Delinquents|Supernatural,data/images\a9581a49-b888-4c17-979c-5abdff6a9b00.jpg,Ninja vs. Ninja!! A deathmatch to decide the strongest begins!! Kazama Endo  an unbeatable delinquent  goes to scope out Hachisuka Ichiya  a boy who roughed up his henchmen. Endo  who lives and dies by fights with strong opponents  comes expecting another brawl  but it turns out Ichiya is anything but ordinary...!! A bacchanalia of bad boys seeking to put themselves on top begins!! ___ **Additional Links:** - [Official X](https://x.com/rappa_yankee)
,Shura no Hakoniwa,Sci-Fi|Monsters|Action|Psychological|Girls' Love|Gore|Fantasy,data/images\044fec5a-405c-4651-9f79-9794c7ec2e2c.jpg,There exist in the world monsters called _Utsuro_  the favourite food of which is the bioenergy _nectar_  possessed by girls not yet of age. Despite belonging to an organisation called _The Garden_ that works to fight these monsters  Iruka Natsumi lives her life deathly afraid of being eaten by them. Yet then  a girl boasting overwhelming power appears before her! Will they reach the age of nineteen  or will they be eaten by the monsters first!?
,The Worn and Torn Newbie,Time Travel|Monsters|Action|Long Strip|Adventure|Virtual Reality|Video Games|Fantasy|Web Comic|Adaptation|Full Color,data/images\1e998205-8c48-4e27-b82b-a01b2d3b1f52.jpg,After learning 15 miserable years of his life as a failed gamer was one long nightmare  Lee Eojin is glad to be a newbie again! Vowing not to repeat the same mistakes  Eojin starts anew as the hotshot  Stagnant Water.   He’s conquering monsters  getting sweet gear  and making enough dough to set himself up for life!   Loved by fans and hated by foes  both old and new  will Eojin break the game and triumph  or will the game break him once again?
,Shachou to Sake to Hoshi,Romance|Comedy|Office Workers|Slice of Life,data/images\7991e715-40ae-4c3e-b0e0-aa8bee90ece7.jpg,"After the sudden death of her father  24-year-old Reina Izutsu finds herself at the helm of the family business  Izutsu Printing. Thrust into the role of company president  the pressure quickly hardens her demeanor—leaving her employees walking on eggshells  especially Kenichi Ishizumi  the stoic 37-year-old section chief. One night  overwhelmed and tipsy in a quiet park  Reina blurts out  ""That's it! I quit being everyone's boss!""—completely unaware that the man beside her is her employee. Under the soft glow of the stars  he listens silently... and makes a quiet vow to stand by her side."
,You Shou Yan,Animals|Long Strip|Comedy|Fantasy|Slice of Life|Supernatural|Tragedy,data/images\151bca3e-db98-4ad2-8d8d-239943b91437.jpg,"""In this realm mythological creatures roam  descendant of the nine heavens they call home.""   Sibuxiang  a mythical deer-man couch potato  is kicked out of heaven and assigned to support the mythological creatures wandering the human world. He meets and goes on adventures with his friends: the energetic  food loving Pixiu named Pipi  the fanatic moon bunny Tuye  the banished-from-heaven mouse brothers Jinjiao and Yinjiao  and many others. What kind of adventures will they take on?"
,Buried Injustice,Psychological|Long Strip|Boys' Love|Horror|Fantasy|Supernatural|Mystery|Full Color,data/images\62994137-014f-4499-b88a-c219b115fd64.jpg,Xue Zhao came looking for a missing woman in Chenjia Village. However  he learns that the village answers to a cult devoted to a forgotten Gu deity. Xue Zhao then tries to escape with his companions  but he soon realizes that there are even more terrifying  hidden secrets within the village. These unknown horrors go far beyond anything he could have imagined...
,Yuurei to Tsukareta Kaishain,Ghosts|Romance|Office Workers|4-Koma|Drama|Slice of Life|Full Color,data/images\cd32f281-8e4f-4c83-8d5a-0af816087683.jpg,"No matter how hard things seem to be  there is always 'someone' watching over you.  A ghost who remained in this world with lingering attachments  one day encountered an office worker left exhausted from work  Nozaki.  ""Nobody even looks at me...""  Nozaki was consumed with loneliness. The ghost  who was all alone at the end of his own life  decided to watch over his daily life.  Though left at the mercy of his job  Nozaki desperately carried on each day. Until one day  he encountered someone new.  The feelings he lost amid the restless day-to-day  through connecting with others  Nozaki will gradually take back."
,Onii-chan Is Done for! Official Anthology Comic,Genderswap|Comedy|Anthology|Slice of Life,data/images\027df837-7a15-4893-9dc3-e2ae11b94717.jpg,An anthology comic of Onii-chan wa Oshimai! by various mangaka.  --- **Volume 1** **Cover**: [Namori](https://mangadex.org/author/f049cee3-3b14-4101-8e5d-813526abb1f6) **Illustrations**: [Hara Yui](https://mangadex.org/author/60f69905-13da-42a5-9b2f-0571fcd567c2)  [Shiro Manta](https://mangadex.org/author/465b6513-a230-4ce1-b2a9-5027e94e52cc)  [Izumi Bell](https://mangadex.org/author/1f462d2f-2cd5-420e-9f07-b4a214ef9465)  **Author list**: 1. Namori 2. Fujichika Koume 3. Tadano Natsu 4. Kawamura Taku 5. Igarashi Masakuni 6. Kakitsubata Waka 7. Asazuki Norito 8. Nekoume 9. Tsuchii 10. Mori Misaki 11. Kometsubu 12. Yuuki Shinichi 13. Kobayashi Kina 14. Yuuki Suzu 15. Suka  **Volume 2** **Cover**: [Kuroda bb](https://mangadex.org/author/b8327a2b-a285-4a9a-b124-f3be558741d1) **Illustration**: [Cool-kyou Shinja](https://mangadex.org/author/9df2ffe2-1b7f-4619-93e1-c97aa0f1c0d0)  **Author list**: 1. Namori 2. Hara Yui 3. Tadano Natsu 4. Igarashi Masakuni 5. Okada Anmitsu 6. Yuuchi Mikumi 7. Adachi Imaru 8. Onio 9. Minamito 10. Tomoe 11. Tsuchii 12. Terai Akane 13. Rucchiifu 14. Moricocco 15. Ouchi Kaeru 16. Nekoume 17. Cool-kyou Shinja  **Volume 3** **Cover**: [Hara Yui](https://mangadex.org/author/60f69905-13da-42a5-9b2f-0571fcd567c2) **Illustration**: [Kuroda bb](https://mangadex.org/author/b8327a2b-a285-4a9a-b124-f3be558741d1)  **Author list**: 1. Namori 2. Yukimoto Shuuji 3. Igarashi Masakuni 4. Suka 5. Onio 6. Sasuke 7. Toyobayashi Sakane 8. 9℃ 9. Adachi Imaru 10. Sorato Shunsuke 11. majoccoid 12. Yuuchi Mikumi 13. Hami 14. Tsuchii 15. Hori 16. Cool-kyou Shinja  **Volume 4** **Cover**: [Hiroyama Hiroshi](https://mangadex.org/author/65ea7bec-52aa-4b19-aabe-5f1d41683291/hiroyama-hiroshi) **Illustration**: [Hori](https://mangadex.org/author/fe546044-b115-43ee-9ef8-2e2c81e110f7/hori)  **Author list**: 1. Namori  2. Asazuki Narito 3. Tokita Shigure 4. Sorato Shunsuke 5. Fukuoka Tarou 6. Onio 7. Kamaboko RED 8. Ceramic (Seramikku)  9. Tsuchii 10. Ronna 11. Kakitsubata Waka 12. Dobato 13. Zinbei 14. Hatoboboko 15. Cool-kyou Shinja
,Noa-senpai wa Tomodachi.,Romance|Comedy|Office Workers|Slice of Life,data/images\3169544f-4b87-4a14-917b-f73600941f55.jpg,"A bitter and painful adult's life needs ""friends"".  Set in a game company  Rihito Otsuka (23)  who is your everyday salaryman  and Noa Saotome (27)  the ultimate career woman. Two characters whose lives aren't supposed to intersect become ""friends"" by chance. ___ **Links:**  - [Alternative Raw (Ch15 Continue Here)](https://ynjn.jp/allEpisodeList/10427)"
,Le Vampire Diabolique,Oneshot|Psychological|Drama|Vampires|Supernatural|Mystery,data/images\40fef7ac-4c48-4088-b4a6-e7283f59d571.jpg,Oneshot
,The King's Avatar,Action|Long Strip|Comedy|Sports|Video Games|Fantasy|Web Comic|Adaptation|Full Color,data/images\1930d635-b170-417f-b8a8-f84b881bcc7d.jpg,No one could ever come close to “Battle God” Ye Qiu’s skills in Glory  a popular game that took the world by storm. His professional team  however  replaced him with another captain  and even seized his account.  He was left to start anew at an internet café as a manager. When a new District 10 opened up in Glory  he dives back  armed with a decade of experience and an unfinished custom weapon.  His path to redemption  filled with strategy and memories  marks his thrilling return to the summit.  ---  ***Note:*** This is a webcomic rerun of [The King's Avatar](https://mangadex.org/title/83d08adf-6118-4859-a0e7-082f3707604b).  Alternative Official English Translation: [Webnovel](https://www.webnovel.com/comic/the-king's-avatar_17959825305729101)
,Higanjima - Saigo no 47 Hiai,Monsters|Action|Survival|Adventure|Sexual Violence|Gore|Horror|Fantasy|Vampires|Supernatural|Mystery|Tragedy,data/images\6737a515-f5ab-43f1-b66f-7bd2717cd690.jpg,This is a continuation of the story of Higanjima : featuring an isolated island  inhabited by warring vampires and humans  and surrounded by aquatic demons that foil any attempts at entry or escape that are not explicitly authorised by their vampiric overlord   Miyabi.       Ryousuke  his girlfriend Kazumi  and his friend Yamaoka are shipwrecked by the demons  and wash up on the shore of Higanjima. They soon experience the monstrous cruelty of the island's vampires first-hand but  luckily  Ryousuke is able to join up with the human resistance.       His only desire is to leave Higanjima…however  mainland Japan may not be safe for long either. If the vampiric threat is not eradicated in 47 days  then Miyabi's machinations will transform it into yet another vampire island!
Starting Today  We’re Childhood Friends,,Romance|Comedy|School Life|Web Comic|Slice of Life,data/images\0b03a6de-56a5-4f3f-bf1f-d893b8da05d3.jpg,Kaede Yuzuki is Kouhei Aida's new neighbor  both at home and in the classroom. Kouhei tries to be friendly with Kaede  but their conversations lead nowhere. But then one day… ___ [Official X Account](https://twitter.com/kyo_osa0420)
,The Demon Maid Only Wants to Be Bullied by the Villainess Noble Lady,Demons|Psychological|Long Strip|Romance|Comedy|Crime|Sexual Violence|Girls' Love|Fantasy|Villainess|Supernatural|Full Color,data/images\b895e1b4-7afb-4a61-be6b-39da400ef8f2.jpg,The Noble Lady binds Tentacle Maid  Sharan  a pious girl  has secured a well-paying job as a maid. Her mission is to serve a prideful  sadistic noble lady named Lynette. However  her job won't simply be that easy....
,Dragon Ball Multiverse (Doujinshi),Sci-Fi|Time Travel|Monsters|Action|Demons|Superhero|Magic|Doujinshi|Drama|Fantasy|Aliens|Supernatural|Tragedy,data/images\fcae8a53-f7a5-401e-a4dc-5a2a8bb02566.jpg,20 timelines that diverged from DBZ meet in a multiverse tournament! This ignores DBS.
,Mythic Item Obtained,Time Travel|Monsters|Action|Long Strip|Adventure|Magic|Drama|Fantasy|Web Comic|Supernatural|Adaptation|Full Color,data/images\a08f45d1-788a-4b7c-b1c4-b87b083e1b59.jpg,In a world where technology and magic are almost indistinguishable from one another  monsters and creatures of myth and legend reign terror upon mankind. In humanity’s darkest moment  individuals with special god-like powers emerge to save the day. They are — the Awakened.  Meet Jaehyeon  a feeble Awakened human Raider  who struggles to make ends meet until one day a series of confounding events allow him to claim a powerful item that will change the course of history forever…
,White Tiger and Black Tiger,Animals|Comedy|4-Koma|Web Comic|Slice of Life|Full Color,data/images\ce23a691-9041-43d7-a2cb-5607281b0e79.jpg,"White Tiger went into the woods to find a strong tiger called ""Black Tiger"" and met Black Tiger  the shrimp.  It's a web manga on Twitter by NITORI Sasami  the author of ""Wonder Cat Kyuu-chan"" (Fushigi Neko no Kyuu-chan)."
,Pokémon Mystery Dungeon ICMA,Thriller|Action|Animals|Adventure|Doujinshi|Fantasy,data/images\477f7175-4663-40f4-89a8-7d2109fbff75.jpg,
,Witches' Quarter,Reincarnation|Monsters|Demons|Ghosts|Zombies|Reverse Harem|Magical Girls|Adventure|Self-Published|Magic|Isekai|School Life|Horror|Fantasy|Vampires|Monster Girls|Web Comic|Supernatural,data/images\96ba228d-ad88-4581-a539-4d476c520df2.jpg,As demons start creeping in through the Witches' Quarter  its protector must rise to the occasion and stop them from invading the human world.
